group,reward_over_chance,avg_rt,max_choice_bias
rep,0.01533333333333331,472.1629999993245,0.37
rep,0.015222222222222248,727.0816666666108,0.4633333333333333
rep,0.015222222222222248,1701.3939999989668,0.42333333333333334
spark,0.014833333333333365,214.7175000000035,0.37
spark,0.014500000000000068,383.4939999999106,0.355
rep,0.014111111111111074,560.9599999999995,0.7366666666666667
spark,0.013666666666666716,382.04100000321864,0.405
rep,0.013111111111111184,549.0019999995827,0.3433333333333333
rep,0.012888888888888839,484.80100000006456,0.37333333333333335
rep,0.012777777777777777,362.32766666809715,0.4066666666666667
spark,0.012499999999999956,568.0144999945164,0.38
rep,0.011888888888888949,2407.713666669528,0.43666666666666665
spark,0.011500000000000066,274.96100000143053,0.37
rep,0.011333333333333306,865.9166666672627,0.47333333333333333
rep,0.010777777777777775,751.0319999997317,0.49333333333333335
spark,0.010666666666666713,330.27,0.365
spark,0.010666666666666713,289.87999999642375,0.36
rep,0.010222222222222188,813.6999999999992,0.35333333333333333
spark,0.009666666666666712,537.9340000002832,0.37
spark,0.009333333333333305,312.93750000003723,0.395
rep,0.009000000000000008,576.2626666665077,0.4866666666666667
rep,0.008555555555555538,1836.3199999999758,0.44333333333333336
rep,0.0067777777777777715,1663.2199999841055,0.4
rep,0.005777777777777771,442.30500000029804,0.44
rep,0.005555555555555536,696.2646666689714,0.5033333333333333
rep,0.005333333333333301,352.50900000105304,0.4766666666666667
rep,0.0050000000000000044,460.4609999998411,0.36
rep,0.0050000000000000044,594.51166666617,0.43333333333333335
rep,0.004333333333333356,545.6416666730245,0.67
spark,0.0033333333333332993,846.94,0.47
rep,0.0031111111111111756,2311.305999999841,0.6066666666666667
rep,0.002666666666666595,695.8703333330154,0.36666666666666664
rep,0.0025555555555555887,348.0093333334227,0.39
rep,0.0023333333333334094,1437.0243333329756,0.5466666666666666
rep,0.0020000000000000018,2314.440333331426,0.37666666666666665
spark,0.0018333333333333535,458.5724999961257,0.36
rep,0.001333333333333353,384.24266666581235,0.36666666666666664
rep,-3.333333333332966e-4,318.6053333355983,0.46
rep,-0.0010000000000000009,1885.1676666704814,0.41333333333333333
rep,-0.0012222222222222356,1288.795666666031,0.48
spark,-0.00216666666666665,203.13,0.34
rep,-0.0022222222222222365,385.6010000014305,0.5966666666666667
rep,-0.0023333333333332984,205.83366666237512,0.36333333333333334
spark,-0.0025000000000000022,286.2259999984503,0.345
rep,-0.0025555555555555887,722.9766666666703,0.35
rep,-0.00311111111111112,581.7603333389759,0.44666666666666666
rep,-0.003999999999999948,902.3740000000596,0.51
rep,-0.0040000000000000036,737.6660000000024,0.34
rep,-0.004026845637583876,5626.397651006692,0.4261744966442953
spark,-0.004166666666666707,270.1909999999846,0.445
rep,-0.0048888888888888316,1703.9466666666647,0.39666666666666667
spark,-0.004999999999999949,561.9885000000894,0.435
spark,-0.005333333333333301,135.18100000001024,0.395
rep,-0.005555555555555591,1175.1763333320619,0.38
rep,-0.006555555555555537,3255.0790000073116,0.4066666666666667
rep,-0.006999999999999951,1013.7809999887148,0.38666666666666666
spark,-0.007666666666666655,351.3849999999986,0.36
rep,-0.008222222222222242,1457.9066666666668,0.38
rep,-0.008444444444444366,1862.2240000021457,0.4
rep,-0.008666666666666656,2214.142666656971,0.39
rep,-0.00911111111111107,699.9216666698455,0.38333333333333336
rep,-0.009222222222222243,1996.8276666667064,0.37
rep,-0.00933333333333336,2939.952333333095,0.43
rep,-0.011666666666666659,546.039999998808,0.4266666666666667
rep,-0.01177777777777772,823.1039999997615,0.3933333333333333
rep,-0.011888888888888893,1688.656666666667,0.3433333333333333
rep,-0.01348940914158303,3703.0421404670114,0.3979933110367893
rep,-0.019222222222222196,442.5503333329161,0.36666666666666664
rep,-0.020000000000000018,1128.626666666662,0.3933333333333333
rep,-0.02011111111111108,620.0570000036557,0.3933333333333333
rep,-0.02155555555555555,209.31233333587647,0.7
spark,-0.021666666666666723,1023.5519999974966,0.39
spark,-0.021666666666666723,603.8405000036955,0.76
spark,-0.02316666666666667,428.8860000000335,0.38
spark,-0.02350000000000002,1725.4120000052453,0.765
spark,-0.023833333333333262,272.0865000081062,0.39
rep,-0.02533333333333332,561.8086666663488,0.4633333333333333
rep,-0.025555555555555554,345.19666666666484,0.38666666666666666
rep,-0.02566666666666667,776.2313333325088,0.43
rep,-0.027555555555555555,922.7693333335718,0.37333333333333335
rep,-0.03233333333333338,303.32833333174386,0.39
rep,-0.032777777777777795,540.8746666669846,0.4266666666666667
rep,-0.03322222222222221,2564.8966666666656,0.5233333333333333
spark,-0.033333333333333326,822.781999989748,0.46
rep,-0.03644444444444439,342.1536666691303,0.5233333333333333
rep,-0.03788888888888886,2614.3446666666478,0.57
spark,-0.04300000000000004,591.3550000000046,0.35
rep,-0.04455555555555557,867.6813333341479,0.43
spark,-0.044999999999999984,870.9540000015497,0.41
spark,-0.046166666666666634,1077.1664999997615,NA
spark,-0.04666666666666669,228.005,0.38
rep,-0.04788888888888887,556.646666653951,0.5166666666666667
rep,-0.049777777777777754,454.06633333464464,0.35
rep,-0.05088888888888893,849.5880000013113,0.35
rep,-0.053888888888888875,684.7266666595141,0.3933333333333333
rep,-0.0546666666666667,472.4133333333343,0.78
spark,-0.06500000000000006,408.9040000011027,0.375
rep,-0.06988888888888883,820.2673333334426,0.51
spark,-0.0743333333333333,2094.185,0.38
